,URL,DB_name,Updated_date,Extracted_URLs
105,https://dbdb.io/db/castledb,CastleDB,"Jan. 3, 2022, 12:13 p.m.","['N/A', '/browse?data-model=document-xml', '/browse?indexes=not-supported', '/browse?query-interface=http-rest', 'http://castledb.org/', 'https://github.com/ncannasse/castle', 'https://twitter.com/ncannasse', 'N/A', '/browse?country=FR', 'N/A', '/browse?type=open-source', '/browse?programming=haxe', '/browse?license=isc-license']"
106,https://dbdb.io/db/cayley,Cayley,"July 18, 2019, 6:31 p.m.","['N/A', '/browse?data-model=triplestore-rdf', '/browse?query-interface=graphql', 'https://cayley.io/', 'https://github.com/cayleygraph/cayley', 'N/A', '/browse?country=US', 'N/A', '/browse?type=open-source', '/browse?programming=go-lang', '/browse?embeds=boltdb', '/browse?license=apache-v2']"
107,https://dbdb.io/db/cdb,cdb,"June 7, 2018, 6:45 p.m.","['N/A', '/browse?data-model=keyvalue', '/browse?indexes=hash-table', '/browse?storage-architecture=disk-oriented', '/browse?system-architecture=shared-everything', 'http://cr.yp.to/cdb.html', 'http://cr.yp.to/cdb/reading.html', 'N/A', '/browse?country=US', 'N/A', '/browse?type=open-source', '/browse?supported=java', '/browse?license=public-domain', 'https://en.wikipedia.org/wiki/Cdb_(software)']"
108,https://dbdb.io/db/cedalio,Cedalio,"July 25, 2023, 8:55 p.m.","['N/A', '/browse?data-model=document-xml', '/browse?query-interface=graphql', 'https://cedalio.com', 'https://cedalio.com', 'https://docs.cedalio.com/', 'https://twitter.com/CedalioTech', 'N/A', '/browse?country=US', 'N/A', '/browse?type=commercial', '/browse?os=hosted', '/browse?license=proprietary']"
109,https://dbdb.io/db/ceresdb,CeresDB,"Jan. 1, 2023, 8:32 p.m.","['N/A', '/browse?data-model=relational', '/browse?query-interface=sql', 'https://github.com/CeresDB/ceresdb', 'https://github.com/CeresDB/ceresdb', '/browse?country=CN', 'N/A', '/browse?type=open-source', '/browse?programming=rust', '/browse?derived=agatedb', '/browse?embeds=datafusion', '/browse?inspired=influxdb', '/browse?license=apache-v2']"
110,https://dbdb.io/db/chaozzdb,chaozzDB,"Oct. 1, 2023, 7:45 p.m.","['N/A', '/browse?query-interface=sql', '/browse?storage-architecture=disk-oriented', '/browse?system-architecture=embedded', 'https://chaozz.nl/chaozzdb', 'https://github.com/chaozznl/chaozzDB', 'https://twitter.com/chaozznl', 'N/A', '/browse?country=NL', 'N/A', 'N/A', '/browse?type=hobby', '/browse?programming=php', '/browse?supported=php', '/browse?license=creative-commons']"
111,https://dbdb.io/db/cheetah,Cheetah,"Dec. 11, 2020, 10:03 p.m.","['N/A', 'N/A', '/browse?data-model=relational', '/browse?indexes=btree', '/browse?query-interface=custom-api', '/browse?system-architecture=embedded', 'http://cheetahdatabase.sourceforge.net/', 'https://sourceforge.net/projects/cheetahdatabase/', 'N/A', '/browse?country=CA', 'N/A', 'N/A', '/browse?type=open-source', '/browse?programming=visual-basic', '/browse?compatible=dbase', '/browse?os=windows', '/browse?license=gpl-v2']"
112,https://dbdb.io/db/cheetahdb,CheetahDB,"Dec. 11, 2020, 10:34 p.m.","['N/A', '/browse?data-model=relational', '/browse?hardware-acceleration=gpu', '/browse?query-interface=sql', 'http://www.cheetahds.com/', 'N/A', '/browse?country=US', 'N/A', '/browse?type=commercial', '/browse?license=proprietary']"
113,https://dbdb.io/db/chroma,Chroma,"July 20, 2023, 7:10 p.m.","['N/A', '/browse?data-model=document-xml', '/browse?query-interface=custom-api', '/browse?storage-architecture=disk-oriented', '/browse?system-architecture=shared-everything', 'https://www.trychroma.com/', 'https://github.com/chroma-core/chroma', 'https://docs.trychroma.com/', 'https://twitter.com/trychroma', 'N/A', '/browse?country=US', 'N/A', '/browse?type=commercial', '/browse?programming=python', '/browse?supported=javascript', '/browse?os=linux', '/browse?license=apache-v2']"
114,https://dbdb.io/db/chronicle-map,Chronicle Map,"Jan. 3, 2022, 12:12 p.m.","['N/A', '/browse?data-model=keyvalue', '/browse?storage-architecture=in-memory', 'https://chronicle.software/products/map/', 'https://github.com/OpenHFT/Chronicle-Map', 'https://github.com/OpenHFT/Chronicle-Map/blob/master/docs/CM_Features.adoc', 'https://twitter.com/ChronicleUG', 'N/A', '/browse?country=GB', 'N/A', '/browse?type=commercial', '/browse?programming=java', '/browse?os=all-os-with-java-vm', '/browse?license=lgpl-v3']"
115,https://dbdb.io/db/chronix,Chronix,"July 1, 2022, 1:45 p.m.","['N/A', 'N/A', '/browse?query-interface=custom-api', 'http://www.chronix.io/', 'https://github.com/ChronixDB/chronix.server', 'https://chronix.gitbooks.io/chronix/content/', 'https://twitter.com/ChronixDB', 'N/A', '/browse?country=DE', 'N/A', 'N/A', '/browse?type=commercial', '/browse?programming=java', '/browse?supported=java', '/browse?derived=solr', '/browse?license=apache-v2']"
116,https://dbdb.io/db/citus,Citus,"Sept. 24, 2023, 4:46 p.m.","['N/A', 'N/A', '/browse?data-model=relational', '/browse?query-interface=sql', '/browse?storage-architecture=disk-oriented', '/browse?system-architecture=shared-nothing', 'http://www.citusdata.com/', 'https://github.com/citusdata/citus', 'https://docs.citusdata.com/', 'https://twitter.com/citusdata', 'N/A', '/browse?country=TR', 'N/A', 'N/A', '/browse?type=commercial', '/browse?programming=c', '/browse?derived=postgresql', '/browse?compatible=postgresql', '/browse?license=agpl-v3']"
117,https://dbdb.io/db/cleardb,ClearDB,"Sept. 24, 2023, 4:42 p.m.","['N/A', 'N/A', '/browse?checkpoints=fuzzy', '/browse?compression=naive-page-level', '/browse?concurrency-control=two-phase-locking-deadlock-detection', '/browse?data-model=relational', '/browse?foreign-keys=supported', '/browse?indexes=btree', '/browse?joins=nested-loop-join', '/browse?query-execution=tuple-at-a-time-model', '/browse?query-interface=sql', '/browse?storage-architecture=disk-oriented', '/browse?storage-model=n-ary-storage-model-rowrecord', '/browse?system-architecture=shared-nothing', 'http://www.cleardb.com/', 'http://w2.cleardb.net/developers/', 'https://twitter.com/ClearDB', 'N/A', '/browse?country=US', 'N/A', 'N/A', '/browse?type=commercial', '/browse?programming=cplusplus', '/browse?derived=mysql', '/browse?embeds=mysql', '/browse?os=linux', '/browse?license=proprietary']"
118,https://dbdb.io/db/clickhouse,ClickHouse,"July 10, 2023, 10:19 a.m.","['N/A', 'N/A', '/browse?compression=dictionary-encoding', '/browse?concurrency-control=not-supported', '/browse?data-model=relational', '/browse?foreign-keys=not-supported', '/browse?indexes=log-structured-merge-tree', '/browse?joins=hash-join', '/browse?logging=physical-logging', '/browse?parallel-execution=intra-operator', '/browse?query-compilation=code-generation', '/browse?query-execution=vectorized-model', '/browse?query-interface=custom-api', '/browse?storage-architecture=disk-oriented', '/browse?storage-model=decomposition-storage-model-columnar', '/browse?storage-organization=indexed-sequential-access-method-isam', '/browse?stored-procedures=not-supported', '/browse?system-architecture=shared-nothing', '/browse?views=virtual-views', 'https://clickhouse.com/', 'https://github.com/ClickHouse/ClickHouse', 'https://clickhouse.tech/docs/en/', 'https://twitter.com/ClickHouseDB', 'N/A', '/browse?country=RU', 'N/A', '/browse?type=commercial', '/browse?programming=cplusplus', '/browse?supported=c', '/browse?compatible=mysql', '/browse?os=linux', '/browse?license=apache-v2', 'https://en.wikipedia.org/wiki/ClickHouse']"
119,https://dbdb.io/db/closevector,CloseVector,"Sept. 24, 2023, 8:05 a.m.","['N/A', '/browse?data-model=document-xml', '/browse?indexes=hnsw', '/browse?query-interface=http-rest', '/browse?system-architecture=embedded', 'https://closevector-docs.getmegaportal.com/', 'https://www.npmjs.com/package/closevector-web', 'https://closevector-docs.getmegaportal.com/docs/intro', 'N/A', '/browse?country=CN', 'N/A', '/browse?type=commercial', '/browse?os=linux', '/browse?license=apache-v2']"
120,https://dbdb.io/db/cloudant,Cloudant,"Sept. 24, 2023, 4:46 p.m.","['N/A', '/browse?data-model=document-xml', 'https://cloudant.com/', 'https://twitter.com/Cloudant', 'N/A', '/browse?country=US', 'N/A', 'N/A', '/browse?type=commercial', '/browse?derived=couchdb', '/browse?compatible=couchdb', 'https://en.wikipedia.org/wiki/Cloudant']"
121,https://dbdb.io/db/cloudberry-database,Cloudberry Database,"Oct. 16, 2023, 10 p.m.","['N/A', 'N/A', '/browse?data-model=object-relational', '/browse?query-interface=sql', '/browse?system-architecture=shared-nothing', 'https://cloudberrydb.org', 'https://github.com/cloudberrydb/cloudberrydb', 'https://cloudberrydb.org/docs/', 'https://twitter.com/cloudberrydb', 'N/A', '/browse?country=CN', 'N/A', '/browse?type=commercial', '/browse?programming=c', '/browse?derived=greenplum', '/browse?compatible=greenplum', '/browse?os=linux', '/browse?license=apache-v2']"
122,https://dbdb.io/db/cloud-bigtable,Cloud BigTable,"July 31, 2022, 10:33 p.m.","['N/A', 'N/A', '/browse?concurrency-control=not-supported', '/browse?data-model=column-family', '/browse?indexes=not-supported', '/browse?joins=not-supported', '/browse?logging=physical-logging', '/browse?query-compilation=not-supported', '/browse?query-interface=custom-api', '/browse?storage-architecture=disk-oriented', '/browse?storage-model=custom', '/browse?stored-procedures=not-supported', '/browse?views=not-supported', 'https://cloud.google.com/bigtable/', 'N/A', '/browse?country=US', 'N/A', 'N/A', '/browse?type=commercial', '/browse?supported=cplusplus', '/browse?os=linux', 'https://en.wikipedia.org/wiki/Bigtable']"
123,https://dbdb.io/db/cloud-datastore,Cloud Datastore,"March 29, 2019, 9:02 p.m.","['N/A', '/browse?query-interface=custom-api', 'https://cloud.google.com/datastore/', 'N/A', '/browse?country=US', '/browse?type=commercial', '/browse?os=hosted', '/browse?license=proprietary']"
124,https://dbdb.io/db/cloud-firestore,Cloud Firestore,"Oct. 10, 2022, 11:02 p.m.","['N/A', '/browse?data-model=document-xml', '/browse?query-interface=custom-api', 'https://cloud.google.com/firestore/', 'N/A', '/browse?country=US', 'N/A', '/browse?type=commercial', '/browse?embeds=cloud-spanner', '/browse?os=hosted', '/browse?license=proprietary', 'https://en.wikipedia.org/wiki/Firebase']"
125,https://dbdb.io/db/cloudkit,CloudKit,"May 18, 2018, 7:13 a.m.","['N/A', '/browse?data-model=document-xml', 'http://getcloudkit.com/', 'https://github.com/jcrosby/cloudkit', '/browse?country=US', 'N/A', 'N/A', '/browse?type=open-source', '/browse?license=mit']"
126,https://dbdb.io/db/cloud-memorystore,Cloud Memorystore,"March 29, 2019, 9:05 p.m.","['N/A', '/browse?storage-architecture=in-memory', 'https://cloud.google.com/memorystore/', 'N/A', '/browse?country=US', '/browse?type=commercial', '/browse?derived=redis', '/browse?os=hosted', '/browse?license=proprietary']"
127,https://dbdb.io/db/cloudsearch,CloudSearch,"July 10, 2023, 12:25 p.m.","['N/A', 'http://aws.amazon.com/cloudsearch/', 'N/A', '/browse?country=US', 'N/A', '/browse?type=commercial', '/browse?embeds=solr', '/browse?os=hosted', '/browse?license=proprietary']"
128,https://dbdb.io/db/cloud-spanner,Cloud Spanner,"Oct. 10, 2022, 2:38 p.m.","['N/A', 'N/A', '/browse?checkpoints=fuzzy', '/browse?concurrency-control=multi-version-concurrency-control-mvcc', '/browse?isolation-levels=snapshot-isolation', '/browse?joins=sort-merge-join', '/browse?logging=physical-logging', '/browse?query-compilation=code-generation', '/browse?query-execution=vectorized-model', '/browse?query-interface=sql', '/browse?storage-architecture=disk-oriented', '/browse?storage-model=custom', '/browse?stored-procedures=not-supported', '/browse?system-architecture=shared-nothing', '/browse?views=materialized-views', 'https://cloud.google.com/spanner/', 'N/A', '/browse?country=US', 'N/A', 'N/A', '/browse?type=commercial', '/browse?supported=go-lang', '/browse?derived=cloud-bigtable', '/browse?os=hosted', '/browse?license=proprietary', 'https://en.wikipedia.org/wiki/Spanner_(database)']"
129,https://dbdb.io/db/cloud-sql,Cloud SQL,"March 29, 2019, 8:58 p.m.","['N/A', 'https://cloud.google.com/sql/', 'N/A', '/browse?country=US', '/browse?type=commercial', '/browse?os=hosted', '/browse?license=proprietary']"
130,https://dbdb.io/db/cloverdb,CloverDB,"Nov. 19, 2023, 11:36 a.m.","['N/A', '/browse?concurrency-control=not-supported', '/browse?data-model=document-xml', '/browse?joins=not-supported', '/browse?query-compilation=not-supported', '/browse?query-execution=tuple-at-a-time-model', '/browse?query-interface=custom-api', '/browse?storage-architecture=disk-oriented', '/browse?storage-model=n-ary-storage-model-rowrecord', '/browse?system-architecture=shared-everything', 'https://github.com/ostafen/clover', 'https://github.com/ostafen/clover', 'https://pkg.go.dev/github.com/ostafen/clover', 'N/A', '/browse?country=IT', 'N/A', '/browse?type=hobby', '/browse?programming=go-lang', '/browse?embeds=badgerdb', '/browse?inspired=tinydb-berkeley', '/browse?license=mit']"
131,https://dbdb.io/db/clusterpoint,Clusterpoint,"June 30, 2022, 6:56 p.m.","['N/A', 'N/A', '/browse?data-model=document-xml', 'http://www.clusterpoint.com/', 'https://twitter.com/Clusterpoint', 'N/A', '/browse?country=LV', 'N/A', 'N/A', '/browse?type=commercial', '/browse?os=hosted', '/browse?license=proprietary', 'https://en.wikipedia.org/wiki/Clusterpoint']"
132,https://dbdb.io/db/clustrix,Clustrix,"Jan. 2, 2022, 9:13 p.m.","['N/A', 'N/A', '/browse?checkpoints=non-blocking', '/browse?concurrency-control=multi-version-concurrency-control-mvcc', '/browse?data-model=relational', '/browse?foreign-keys=supported', '/browse?isolation-levels=read-committed', '/browse?joins=nested-loop-join', '/browse?query-interface=sql', '/browse?storage-architecture=hybrid', '/browse?stored-procedures=supported', '/browse?system-architecture=shared-nothing', '/browse?views=virtual-views', 'http://www.clustrix.com/', 'http://docs.clustrix.com/', 'https://twitter.com/Clustrix', 'N/A', '/browse?country=US', 'N/A', 'N/A', 'N/A', '/browse?type=commercial', '/browse?programming=c', '/browse?supported=sql', '/browse?compatible=mysql', '/browse?os=linux', '/browse?license=proprietary', 'https://en.wikipedia.org/wiki/Clustrix']"
133,https://dbdb.io/db/cnosdb,CnosDB,"Dec. 31, 2022, 8:15 p.m.","['N/A', '/browse?data-model=relational', '/browse?query-interface=sql', '/browse?storage-format=arrow', '/browse?system-architecture=shared-disk', 'https://www.cnosdb.com', 'https://github.com/cnosdb/cnosdb', 'https://docs.cnosdb.com/', 'https://twitter.com/cnosdb', 'N/A', '/browse?country=CN', 'N/A', '/browse?type=commercial', '/browse?programming=rust', '/browse?embeds=datafusion', '/browse?os=linux', '/browse?license=agpl-v3']"
134,https://dbdb.io/db/cockroachdb,CockroachDB,"July 1, 2022, 1:49 p.m.","['N/A', 'N/A', '/browse?concurrency-control=multi-version-concurrency-control-mvcc', '/browse?data-model=relational', '/browse?foreign-keys=supported', '/browse?indexes=log-structured-merge-tree', '/browse?isolation-levels=serializable', '/browse?joins=nested-loop-join', '/browse?logging=physical-logging', '/browse?query-compilation=not-supported', '/browse?query-execution=tuple-at-a-time-model', '/browse?query-interface=sql', '/browse?storage-architecture=disk-oriented', '/browse?storage-model=custom', '/browse?storage-organization=log-structured', '/browse?stored-procedures=not-supported', '/browse?system-architecture=shared-nothing', '/browse?views=virtual-views', 'https://www.cockroachlabs.com/', 'https://github.com/cockroachdb/cockroach/', 'https://www.cockroachlabs.com/docs/stable/', 'https://twitter.com/CockroachDB', 'N/A', '/browse?country=US', 'N/A', '/browse?type=commercial', '/browse?programming=go-lang', '/browse?supported=go-lang', '/browse?embeds=pebble', '/browse?inspired=cloud-spanner', '/browse?compatible=postgresql', '/browse?os=linux', '/browse?license=business-source-license', 'https://en.wikipedia.org/wiki/Cockroach_Labs']"
135,https://dbdb.io/db/codernitydb,CodernityDB,"Jan. 9, 2022, 12:59 p.m.","['N/A', '/browse?data-model=keyvalue', '/browse?query-interface=http-rest', '/browse?storage-model=n-ary-storage-model-rowrecord', '/browse?system-architecture=shared-everything', 'http://labs.codernity.com/codernitydb/', 'https://bitbucket.org/codernity/codernitydb', 'https://twitter.com/codernity', 'N/A', '/browse?country=PL', 'N/A', '/browse?type=open-source', '/browse?programming=python', '/browse?license=apache-v2']"
136,https://dbdb.io/db/cogadb,CoGaDB,"Oct. 9, 2023, 9:04 p.m.","['N/A', 'N/A', '/browse?data-model=relational', '/browse?hardware-acceleration=gpu', '/browse?query-interface=sql', '/browse?storage-model=decomposition-storage-model-columnar', '/browse?system-architecture=shared-everything', 'http://cogadb.dfki.de/', 'https://wwwiti.cs.uni-magdeburg.de/iti_db/research/gpu/cogadb/0.22/doc/', 'N/A', '/browse?country=DE', 'N/A', 'N/A', '/browse?type=academic', '/browse?programming=cplusplus', '/browse?os=linux', '/browse?license=gpl-v3']"
137,https://dbdb.io/db/cogdb,CogDB,"Jan. 9, 2022, 12:34 p.m.","['N/A', '/browse?data-model=triplestore-rdf', '/browse?query-interface=custom-api', '/browse?storage-format=n-triples', '/browse?system-architecture=embedded', 'https://cogdb.io/', 'https://github.com/arun1729/cog', 'N/A', '/browse?country=CA', 'N/A', '/browse?type=hobby', '/browse?programming=python', '/browse?supported=python', '/browse?license=mit']"
138,https://dbdb.io/db/coherence,Coherence,"Jan. 3, 2022, 7:52 p.m.","['N/A', '/browse?data-model=object-oriented', '/browse?storage-architecture=in-memory', 'http://www.oracle.com/technetwork/middleware/coherence/overview/index.html', 'https://twitter.com/OracleCoherence', 'N/A', '/browse?country=US', 'N/A', 'N/A', '/browse?type=commercial', '/browse?programming=java', '/browse?license=proprietary', 'https://en.wikipedia.org/wiki/Oracle_Coherence']"
139,https://dbdb.io/db/column,Column,"June 21, 2021, 8:40 p.m.","['N/A', '/browse?data-model=relational', '/browse?query-interface=custom-api', '/browse?storage-architecture=in-memory', '/browse?storage-model=decomposition-storage-model-columnar', '/browse?storage-organization=heaps', '/browse?system-architecture=embedded', 'https://github.com/kelindar/column', 'https://github.com/kelindar/column', 'N/A', '/browse?country=AE', 'N/A', '/browse?type=hobby', '/browse?programming=go-lang', '/browse?supported=go-lang', '/browse?os=linux', '/browse?license=mit']"
140,https://dbdb.io/db/comdb2,Comdb2,"Jan. 3, 2022, 9:06 a.m.","['N/A', '/browse?data-model=relational', '/browse?query-interface=sql', 'https://bloomberg.github.io/comdb2/', 'https://github.com/bloomberg/comdb2', 'https://bloomberg.github.io/comdb2/', 'https://twitter.com/comdb2', 'N/A', '/browse?country=US', 'N/A', '/browse?type=open-source', '/browse?programming=c', '/browse?license=apache-v2']"
141,https://dbdb.io/db/compass,Compass,"Nov. 20, 2023, 10:26 a.m.","['N/A', 'N/A', '/browse?concurrency-control=optimistic-concurrency-control-occ', '/browse?data-model=document-xml', '/browse?indexes=inverted-index-full-text', '/browse?isolation-levels=read-committed', '/browse?joins=hash-join', '/browse?query-execution=materialized-model', '/browse?query-interface=custom-api', '/browse?storage-architecture=in-memory', '/browse?storage-model=custom', '/browse?storage-organization=indexed-sequential-access-method-isam', '/browse?stored-procedures=not-supported', '/browse?system-architecture=shared-everything', 'http://www.compass-project.org/', 'https://github.com/kimchy/compass', 'http://www.compass-project.org/docs/2.2.0/reference/html/', 'N/A', '/browse?country=GB', 'N/A', 'N/A', 'N/A', '/browse?type=open-source', '/browse?programming=java', '/browse?supported=java', '/browse?os=os-x', '/browse?license=apache-v2']"
142,https://dbdb.io/db/composedb,ComposeDB,"March 5, 2023, 3:44 a.m.","['N/A', '/browse?data-model=graph', '/browse?query-execution=tuple-at-a-time-model', '/browse?query-interface=graphql', 'https://composedb.js.org', 'https://github.com/ceramicstudio/js-composedb', 'https://composedb.js.org/docs/0.4.x/introduction', 'https://twitter.com/ComposeDB', 'N/A', '/browse?country=IE', 'N/A', '/browse?type=open-source', '/browse?programming=typescript', '/browse?license=apache-v2']"
143,https://dbdb.io/db/computedb,ComputeDB,"April 18, 2022, 9:33 a.m.","['N/A', 'N/A', '/browse?data-model=relational', '/browse?query-interface=sql', '/browse?storage-architecture=in-memory', 'http://www.snappydata.io/', 'https://github.com/SnappyDataInc/snappydata', 'https://tibco-computedb.readthedocs.io/', 'https://twitter.com/SnappyData', 'N/A', '/browse?country=US', 'N/A', 'N/A', 'N/A', '/browse?type=commercial', '/browse?programming=java', '/browse?derived=gemfire', '/browse?embeds=spark-sql', '/browse?os=all-os-with-java-vm', '/browse?license=apache-v2']"
144,https://dbdb.io/db/conceptbasecc,ConceptBase.cc,"Jan. 4, 2022, 7:53 p.m.","['N/A', '/browse?data-model=object-oriented', '/browse?query-interface=datalog', 'http://conceptbase.cc', 'https://sourceforge.net/projects/conceptbase/', 'https://twitter.com/mjuvt', 'N/A', '/browse?country=DE', 'N/A', 'N/A', '/browse?type=academic', '/browse?license=bsd', 'https://en.wikipedia.org/wiki/ConceptBase']"
145,https://dbdb.io/db/concourse,Concourse,"Jan. 6, 2022, 7:57 p.m.","['N/A', 'N/A', '/browse?data-model=document-xml', '/browse?query-interface=custom-api', 'http://concoursedb.com/', 'https://github.com/cinchapi/concourse', 'https://docs.cinchapi.com/concourse/', 'https://twitter.com/ConcourseDB', 'N/A', '/browse?country=US', 'N/A', '/browse?type=commercial', '/browse?programming=java', '/browse?license=apache-v2']"
146,https://dbdb.io/db/condensation,Condensation,"June 27, 2022, 12:06 a.m.","['N/A', '/browse?data-model=object-oriented', '/browse?query-interface=custom-api', '/browse?storage-model=n-ary-storage-model-rowrecord', 'https://condensationdb.com/', 'https://github.com/CondensationDB/Condensation-java', 'https://condensation.io/', '/browse?country=CH', 'N/A', '/browse?type=open-source', '/browse?programming=java', '/browse?supported=java', '/browse?license=apache-v2']"
147,https://dbdb.io/db/confluxdb,ConfluxDB,"June 8, 2018, 9:55 p.m.","['N/A', 'http://www.vldb.org/pvldb/vol7/p947-chairunnanda.pdf', 'N/A', '/browse?country=CA', 'N/A', '/browse?type=academic']"
148,https://dbdb.io/db/consus,Consus,"June 9, 2018, 1:19 p.m.","['N/A', '/browse?data-model=keyvalue', 'http://consus.io/', 'https://github.com/rescrv/Consus', 'N/A', '/browse?country=US', 'N/A', '/browse?type=academic', '/browse?programming=cplusplus', '/browse?license=bsd']"
149,https://dbdb.io/db/consus-java,Consus,"June 9, 2018, 12:09 p.m.","['N/A', '/browse?data-model=object-relational', '/browse?system-architecture=embedded', 'http://www.garret.ru/consus.html', 'http://www.garret.ru/consus/docs/Consus.html', 'N/A', '/browse?country=RU', 'N/A', '/browse?type=open-source', '/browse?programming=java', '/browse?supported=java', '/browse?license=bsd']"
150,https://dbdb.io/db/coral,CORAL,"June 9, 2018, 12:12 p.m.","['N/A', 'http://research.cs.wisc.edu/coral/', 'ftp://ftp.cs.wisc.edu/coral/coral-1.5/INSTALL', 'N/A', '/browse?country=US', 'N/A', 'N/A', '/browse?type=academic', '/browse?programming=cplusplus', '/browse?supported=cplusplus']"
151,https://dbdb.io/db/coreobject,CoreObject,"June 27, 2022, 10:31 p.m.","['N/A', '/browse?data-model=object-oriented', '/browse?query-interface=custom-api', '/browse?storage-architecture=disk-oriented', '/browse?storage-model=n-ary-storage-model-rowrecord', 'http://coreobject.org/', 'https://github.com/etoile/CoreObject', 'http://etoileos.com/dev/api/CoreObject/', 'N/A', '/browse?country=FR', 'N/A', '/browse?type=academic', '/browse?programming=objective-c', '/browse?supported=objective-c', '/browse?embeds=sqlite', '/browse?os=ios', '/browse?license=mit']"
152,https://dbdb.io/db/cornerstone,CornerStone,"Aug. 2, 2019, 9:46 a.m.","['N/A', 'N/A', '/browse?data-model=relational', '/browse?query-compilation=not-supported', '/browse?query-execution=tuple-at-a-time-model', '/browse?query-interface=custom-api', '/browse?storage-architecture=disk-oriented', '/browse?storage-model=n-ary-storage-model-rowrecord', '/browse?system-architecture=shared-everything', 'N/A', '/browse?country=US', 'N/A', 'N/A', 'N/A', '/browse?type=commercial', '/browse?os=dos', '/browse?license=proprietary', 'https://en.wikipedia.org/wiki/Cornerstone_(software)']"
153,https://dbdb.io/db/cortexdb,CortexDB,"June 27, 2022, 12:14 a.m.","['N/A', '/browse?data-model=keyvalue', 'http://www.cortex-ag.com', 'https://docs.cortex-ag.com/en/CortexDB/CortexDB/', 'https://twitter.com/CortexAG', 'N/A', '/browse?country=DE', 'N/A', '/browse?type=commercial', '/browse?license=proprietary']"
154,https://dbdb.io/db/cosmos-db,Cosmos DB,"Jan. 3, 2022, 12:23 p.m.","['N/A', 'N/A', '/browse?checkpoints=non-blocking', '/browse?concurrency-control=optimistic-concurrency-control-occ', '/browse?data-model=column-family', '/browse?indexes=bw-tree', '/browse?isolation-levels=snapshot-isolation', '/browse?joins=not-supported', '/browse?query-interface=sql', '/browse?storage-architecture=hybrid', '/browse?storage-model=hybrid', '/browse?stored-procedures=supported', '/browse?system-architecture=shared-nothing', '/browse?views=not-supported', 'https://azure.microsoft.com/en-us/services/cosmos-db/', 'https://docs.microsoft.com/en-us/azure/cosmos-db/', 'https://twitter.com/AzureCosmosDB', 'N/A', '/browse?country=US', 'N/A', 'N/A', '/browse?type=commercial', '/browse?programming=cplusplus', '/browse?supported=csharp', '/browse?os=windows', '/browse?license=proprietary', 'https://en.wikipedia.org/wiki/Cosmos_DB']"
155,https://dbdb.io/db/couchbase,Couchbase,"June 27, 2022, 12:07 a.m.","['N/A', 'N/A', '/browse?checkpoints=consistent', '/browse?compression=naive-record-level', '/browse?concurrency-control=optimistic-concurrency-control-occ', '/browse?data-model=keyvalue', '/browse?foreign-keys=not-supported', '/browse?indexes=btree', '/browse?isolation-levels=read-committed', '/browse?joins=nested-loop-join', '/browse?query-interface=custom-api', '/browse?storage-architecture=disk-oriented', '/browse?storage-model=custom', '/browse?storage-organization=sorted-files', '/browse?stored-procedures=supported', '/browse?system-architecture=shared-nothing', '/browse?views=materialized-views', 'http://www.couchbase.com/', 'https://github.com/couchbase/manifest', 'https://docs.couchbase.com/home/index.html', 'https://twitter.com/couchbase', 'N/A', '/browse?country=US', 'N/A', 'N/A', '/browse?type=commercial', '/browse?programming=c', '/browse?supported=c', '/browse?derived=couchdb', '/browse?compatible=memcached', '/browse?os=linux', '/browse?license=apache-v2', 'https://en.wikipedia.org/wiki/Couchbase_Server']"
156,https://dbdb.io/db/couchdb,CouchDB,"June 26, 2022, 11:06 p.m.","['N/A', 'N/A', '/browse?checkpoints=non-blocking', '/browse?compression=naive-record-level', '/browse?concurrency-control=multi-version-concurrency-control-mvcc', '/browse?data-model=document-xml', '/browse?indexes=btree', '/browse?isolation-levels=snapshot-isolation', '/browse?joins=not-supported', '/browse?logging=shadow-paging', '/browse?query-interface=http-rest', '/browse?storage-architecture=disk-oriented', '/browse?storage-model=custom', '/browse?storage-organization=copy-on-write-shadow-paging', '/browse?stored-procedures=not-supported', '/browse?system-architecture=shared-nothing', 'http://couchdb.apache.org/', 'https://github.com/apache/couchdb', 'http://docs.couchdb.org/en/stable/index.html', 'https://twitter.com/CouchDB', 'N/A', '/browse?country=US', 'N/A', 'N/A', '/browse?type=open-source', '/browse?programming=erlang', '/browse?supported=c', '/browse?os=android', '/browse?license=apache-v2', 'https://en.wikipedia.org/wiki/Apache_CouchDB']"
